SeqID;Isolate_Id;Isolate_Name;;Location;lat;lon;Host;Collection_Date;;;
>EPI_ISL_502603|A/Anas_platyrhynchos/Belgium/11442_39/2016|A_/_H5N3;EPI_ISL_502603;A/Anas_platyrhynchos/Belgium/11442_39/2016;A / H5N3;Europe / Belgium;;;Anas platyrhynchos;2016-11-04;;;
>EPI_ISL_502604|A/Anas_platyrhynchos/Belgium/11798_H189445/2016|A_/_H10N5;EPI_ISL_502604;A/Anas_platyrhynchos/Belgium/11798_H189445/2016;A / H10N5;Europe / Belgium;;;Anas platyrhynchos;2016-12-16;;;
>EPI_ISL_502609|A/Anas_platyrhynchos/Belgium/398_H189467/2017|A_/_H10N5;EPI_ISL_502609;A/Anas_platyrhynchos/Belgium/398_H189467/2017;A / H10N5;Europe / Belgium;;;Anas platyrhynchos;2017-01-10;;;
>EPI_ISL_502612|A/Anas_platyrhynchos/Belgium/7827/2018|A_/_H3N8;EPI_ISL_502612;A/Anas_platyrhynchos/Belgium/7827/2018;A / H3N8;Europe / Belgium;;;Anas platyrhynchos;2018-01-09;;;
>EPI_ISL_502616|A/Anas_platyrhynchos/Belgium/9074_H191808/2016|A_/_H5N3;EPI_ISL_502616;A/Anas_platyrhynchos/Belgium/9074_H191808/2016;A / H5N3;Europe / Belgium;;;Anas platyrhynchos;2016-09-25;;;
>EPI_ISL_502617|A/Anas_platyrhynchos/Belgium/9473/2016|A_/_H5N3;EPI_ISL_502617;A/Anas_platyrhynchos/Belgium/9473/2016;A / H5N3;Europe / Belgium;;;Anas platyrhynchos;2016-10-04;;;
>EPI_ISL_502736|A/Anas_platyrhynchos/Belgium/10402_H195386/2017|A_/_H1N1;EPI_ISL_502736;A/Anas_platyrhynchos/Belgium/10402_H195386/2017;A / H1N1;Europe / Belgium;;;Anas platyrhynchos;2017-11-19;;;
>EPI_ISL_63493|A/water/Dongting_Lake/Hunan/3-9/2007|A_/_H10N8;EPI_ISL_63493;A/water/Dongting_Lake/Hunan/3-9/2007;A / H10N8;Asia / China;;;Water sample;2007-10-31;;;
>EPI_ISL_63494|A/environment/Dongting_Lake/Hunan/3-9/2007|A_/_H10N8;EPI_ISL_63494;A/environment/Dongting_Lake/Hunan/3-9/2007;A / H10N8;Asia / China;;;Environment;2007;;;
>EPI_ISL_63510|A/garganey/Altai/1213/2007|A_/_H5N2;EPI_ISL_63510;A/garganey/Altai/1213/2007;A / H5N2;Europe / Russian Federation;;;Anas querquedula;2007-09;;;
>EPI_ISL_68500|A/chicken/Italy/1067/1999|A_/_H7N1;EPI_ISL_68500;A/chicken/Italy/1067/1999;A / H7N1;Europe / Italy;;;Chicken;1999;;;
>EPI_ISL_68560|A/turkey/Italy/4580/1999|A_/_H7N1;EPI_ISL_68560;A/turkey/Italy/4580/1999;A / H7N1;Europe / Italy;;;Turkey;1999;;;
>EPI_ISL_68561|A/turkey/Italy/977/1999|A_/_H7N1;EPI_ISL_68561;A/turkey/Italy/977/1999;A / H7N1;Europe / Italy;;;Turkey;1999;;;
>EPI_ISL_697694|A/duck/Mongolia/401/2018|A_/_H4N6;EPI_ISL_697694;A/duck/Mongolia/401/2018;A / H4N6;Asia / Mongolia;;;Duck;2018-09-02;;;
>EPI_ISL_7033|A/duck/Italy/551/2000|A_/_H7N1;EPI_ISL_7033;A/duck/Italy/551/2000;A / H7N1;Europe / Italy;;;Duck;2000;;;
>EPI_ISL_7161|A/chicken/Italy/4746/1999|A_/_H7N1;EPI_ISL_7161;A/chicken/Italy/4746/1999;A / H7N1;Europe / Italy;;;Chicken;1999-12-21;;;
>EPI_ISL_7162|A/guinea_fowl/Italy/155/2000|A_/_H7N1;EPI_ISL_7162;A/guinea_fowl/Italy/155/2000;A / H7N1;Europe / Italy;;;Guineafowl;2000-01-11;;;
>EPI_ISL_7164|A/chicken/Italy/1082/1999|A_/_H7N1;EPI_ISL_7164;A/chicken/Italy/1082/1999;A / H7N1;Europe / Italy;;;Chicken;1999;;;
>EPI_ISL_73367|A/mallard/Netherlands/10/1999|A_/_H1N8;EPI_ISL_73367;A/mallard/Netherlands/10/1999;A / H1N8;Europe / Netherlands / South Holland / Nederlek / Krimpen a/d Lek;;;Anas platyrhynchos;1999-10-11;;;
>EPI_ISL_73375|A/mallard/Sweden/3/2002|A_/_H1N2;EPI_ISL_73375;A/mallard/Sweden/3/2002;A / H1N2;Europe / Sweden / Kalmar Lan / Morbylanga Kommun / Ottenby;;;Anas platyrhynchos;2002-10-20;;;
>EPI_ISL_73377|A/mallard/Sweden/41/2002|A_/_H10N6;EPI_ISL_73377;A/mallard/Sweden/41/2002;A / H10N6;Europe / Sweden / Kalmar Lan / Morbylanga Kommun / Ottenby;;;Anas platyrhynchos;2002-11-13;;;
>EPI_ISL_73383|A/mallard/Sweden/55/2002|A_/_H11N2;EPI_ISL_73383;A/mallard/Sweden/55/2002;A / H11N2;Europe / Sweden / Kalmar Lan / Morbylanga Kommun / Ottenby;;;Anas platyrhynchos;2002-11-16;;;
>EPI_ISL_73388|A/mallard/Sweden/65/2002|A_/_H10N9;EPI_ISL_73388;A/mallard/Sweden/65/2002;A / H10N9;Europe / Sweden / Kalmar Lan / Morbylanga Kommun / Ottenby;;;Anas platyrhynchos;2002-11-17;;;
>EPI_ISL_74112|A/teal/Germany/Wv632/2005|A_/_H5N1;EPI_ISL_74112;A/teal/Germany/Wv632/2005;A / H5N1;Europe / Germany;;;Anas crecca;2005-11-25;;;
>EPI_ISL_7496|A/turkey/Italy/1084/2000|A_/_H7N1;EPI_ISL_7496;A/turkey/Italy/1084/2000;A / H7N1;Europe / Italy;;;Turkey;2000-02-10;;;
>EPI_ISL_7507|A/turkey/Italy/4708/1999|A_/_H7N1;EPI_ISL_7507;A/turkey/Italy/4708/1999;A / H7N1;Europe / Italy;;;Turkey;1999-12-21;;;
>EPI_ISL_7549|A/quail/Italy/4992/1999|A_/_H7N1;EPI_ISL_7549;A/quail/Italy/4992/1999;A / H7N1;Europe / Italy;;;Other avian;1999-12-30;;;
>EPI_ISL_7595028|A/Anas_platyrhynchos/Belgium/9093_002/2020|A_/_H4N6;EPI_ISL_7595028;A/Anas_platyrhynchos/Belgium/9093_002/2020;A / H4N6;Europe / Belgium / Province de Brabant Wallon / La Hulpe;;;Mallard duck;2020-09-08;;;
>EPI_ISL_7595492|A/Anas_platyrhynchos/Belgium/10413_0003/2020|A_/_H5N2;EPI_ISL_7595492;A/Anas_platyrhynchos/Belgium/10413_0003/2020;A / H5N2;Europe / Belgium / Province de Hainaut / Frasnes Lez Anvaing;;;Mallard duck;2020-10-04;;;
>EPI_ISL_7623045|A/Anas_platyrynchos/Belgium/1098_2/2020|A_/_H1N1;EPI_ISL_7623045;A/Anas_platyrynchos/Belgium/1098_2/2020;A / H1N1;Europe / Belgium / Province de Namur / Natoye;;;Mallard duck;2020-09-12;;;
>EPI_ISL_7623079|A/Anas_platyrynchos/Belgium/1100_3/2020|A_/_H1N1;EPI_ISL_7623079;A/Anas_platyrynchos/Belgium/1100_3/2020;A / H1N1;Europe / Belgium / Province de Namur / Scy;;;Mallard duck;2020-09-03;;;
>EPI_ISL_7624143|A/Anas_platyrhynchos/Belgium/11294_004/2021|A_/_H3N8;EPI_ISL_7624143;A/Anas_platyrhynchos/Belgium/11294_004/2021;A / H3N8;Europe / Belgium / Province de Namur / Longchamps;;;Mallard duck;2021-08-28;;;
>EPI_ISL_76443|A/mallard/Jiangxi/4408/2005|A_/_H6N8;EPI_ISL_76443;A/mallard/Jiangxi/4408/2005;A / H6N8;Asia / China / Jiangxi Province;;;Anas platyrhynchos;2005;;;
>EPI_ISL_780416|A/avian/Netherlands/14015784-051055/2014|A_/_H9N2;EPI_ISL_780416;A/avian/Netherlands/14015784-051055/2014;A / H9N2;Europe / Netherlands / South Holland / Gemeente Capelle aan den IJssel;;;Avian;2014-11-19;;;
>EPI_ISL_7987341|A/mallard/Italy/21VIR8919-1/2021|A_/_H5N2;EPI_ISL_7987341;A/mallard/Italy/21VIR8919-1/2021;A / H5N2;Europe / Italy;;;Mallard;2021-10-27;;;
>EPI_ISL_80924|A/avian/Egypt/920431/2006|A_/_H9N2;EPI_ISL_80924;A/avian/Egypt/920431/2006;A / H9N2;Africa / Egypt;;;Avian;2006;;;
>EPI_ISL_819124|A/mallard/Netherlands/19001282-001/2019|A_/_H5N1;EPI_ISL_819124;A/mallard/Netherlands/19001282-001/2019;A / H5N1;Europe / Netherlands / Provincie Noord-Holland / Gemeente Velsen;;;Mallard;2019-01-23;;;
>EPI_ISL_822837|A/green_sandpiper/Netherlands/19011490-013/2019|A_/_H5N1;EPI_ISL_822837;A/green_sandpiper/Netherlands/19011490-013/2019;A / H5N1;Europe / Netherlands / Provincie Noord-Holland / Gemeente Haarlemmermeer;;;Sandpiper;2019-08-13;;;
>EPI_ISL_825157|A/mute_swan/Netherlands/18016105-001/2018|A_/_H9N2;EPI_ISL_825157;A/mute_swan/Netherlands/18016105-001/2018;A / H9N2;Europe / Netherlands / Provincie Noord-Holland / Gemeente Haarlemmermeer;;;Cygnus olor;2018-10-30;;;
>EPI_ISL_825158|A/swan/Netherlands/18019125-002/2018|A_/_H5N3;EPI_ISL_825158;A/swan/Netherlands/18019125-002/2018;A / H5N3;Europe / Netherlands / Provincie Drenthe / De Wolden;;;Swan;2018-12-28;;;
>EPI_ISL_825173|A/duck/Netherlands/18018989-011015/2018|A_/_H5N3;EPI_ISL_825173;A/duck/Netherlands/18018989-011015/2018;A / H5N3;Europe / Netherlands / Provincie Drenthe / De Wolden;;;Duck;2018-12-24;;;
>EPI_ISL_89350|A/aquatic_bird/Korea/CN5/2009|A_/_H6N5;EPI_ISL_89350;A/aquatic_bird/Korea/CN5/2009;A / H6N5;Asia / South Korea;;;Avian;2009-11;;;
>EPI_ISL_89980|A/mallard/Czech_Republic/13577-24K/2010|A_/_H3N8;EPI_ISL_89980;A/mallard/Czech_Republic/13577-24K/2010;A / H3N8;Europe / Czech Republic;;;Anas platyrhynchos;2010-09-16;;;
>EPI_ISL_9251569|A/Anas_platyrhynchos/Belgium/8777_003/2021|A_/_H7N8;EPI_ISL_9251569;A/Anas_platyrhynchos/Belgium/8777_003/2021;A / H7N8;Europe / Belgium / Province de Namur;;;Mallard;2021-06-27;;;
>EPI_ISL_94077|A/chicken/Italy/1391/1999|A_/_H7N1;EPI_ISL_94077;A/chicken/Italy/1391/1999;A / H7N1;Europe / Italy;;;Chicken;1999-04-16;;;
>EPI_ISL_94078|A/turkey/Italy/1067/1999|A_/_H7N1;EPI_ISL_94078;A/turkey/Italy/1067/1999;A / H7N1;Europe / Italy;;;Turkey;1999-02-04;;;
>EPI_ISL_95912|A/aquatic_bird/Korea/CN9/2009|A_/_H6N8;EPI_ISL_95912;A/aquatic_bird/Korea/CN9/2009;A / H6N8;Asia / South Korea;;;Avian;2009-11;;;
>EPI_ISL_95914|A/aquatic_bird/Korea/CN17/2009|A_/_H6N2;EPI_ISL_95914;A/aquatic_bird/Korea/CN17/2009;A / H6N2;Asia / South Korea;;;Avian;2009-11;;;
>EPI_ISL_9955427|A/duck/Bangladesh/17D1584/2021|A_/_H6N1;EPI_ISL_9955427;A/duck/Bangladesh/17D1584/2021;A / H6N1;Asia / Bangladesh;;;Avian;2021-01-10;;;
>EPI_ISL_19030162|A/Common_Buzzard/Germany-HH/2024AI01435/2024|A_/_H5N1;EPI_ISL_19030162;A/Common Buzzard/Germany-HH/2024AI01435/2024;A / H5N1;Europe / Germany;53,522888;10,01462;Buteo buteo;2024-02-28;;;
